MenuID,ParentID,ApplicationID,ID,Title,Translate,Type,Icon,Url,Badge,Target,Exact,Auth,Parameters,IsVisible,SequenceNo
74,30,1,onboarding,On-Boarding,On-Boarding,item,admin_panel_settings,/apps/hrms/onboarding/sendinvitation,NULL,NULL,1,NULL,NULL,1,1.37
75,3,1,reports,Reports,Reports,collapse,report,NULL,NULL,NULL,1,NULL,NULL,1,1.75
76,75,1,self-reportviwer,Self Reports,Self Reports,item,NULL,/apps/reportViewer/selfReportViewer,NULL,NULL,1,NULL,NULL,0,1.76
77,75,1,hr-reportviwer,HR Reports,HR Reports,item,NULL,/apps/reportViewer/hrReportViewer,NULL,NULL,1,NULL,NULL,0,1.77
78,3,1,NFA,NFA,NFA,item,assignment,/apps/nfa/nfaBoards,NULL,NULL,1,NULL,NULL,1,2.00
79,5,1,admindashboard,Admin Dashboard,Admin Dashboard,item,NULL,/apps/dashboards/admin-dashboard,NULL,NULL,1,NULL,NULL,1,1.79
80,5,1,approvaldashboard,"NFA KPI ",NFA KPI,item,NULL,/apps/dashboards/approval-dashboard,NULL,NULL,1,NULL,NULL,0,1.80
81,3,1,Tutorial,Tutorial,Tutorial,collapse,list,NULL,NULL,NULL,1,NULL,NULL,1,2.02
82,81,1,Tutorial List,Tutorial List,Tutorial List,item,NULL,/apps/security/tutorial/tutorialList,NULL,NULL,1,NULL,NULL,1,1.82
83,81,1,Add Tutorial,Add Tutorial,Add Tutorial,item,NULL,/apps/security/tutorial/addTutorial/new,NULL,NULL,1,NULL,NULL,1,1.83
84,202,1,Leave Application List,Leave Application List,Leave Application List,item,NULL,/apps/hrms/leave-management/leave-application-list,NULL,NULL,1,NULL,NULL,1,1.84
85,86,1,Custom Grid,Custom Grid,Custom Grid,item,admin_panel_settings,/apps/shared/CustomGrid,NULL,NULL,1,NULL,NULL,1,1.85
86,142,1,tools,Tools,Tools,collapse,admin_panel_settings,NULL,NULL,NULL,1,NULL,NULL,1,1.82
87,86,1,manual-schedule-list,Schedule List,Schedule List,item,schedule,/apps/tools/schedule/manual-schedule-list,NULL,NULL,1,NULL,NULL,1,1.83
88,3,1,Finance & Accounts,Finance & Accounts,Finance & Accounts,collapse,credit_card,NULL,NULL,NULL,1,NULL,NULL,1,1.88
89,88,1,claims,Claims,Claims,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.89
90,89,1,expense-claims,Expense Claim,Expense Claim,item,NULL,/apps/accounts/payments/expense-payments/expensePaymentBoards,NULL,NULL,1,NULL,NULL,1,1.90
91,88,1,payments,Payments,Payments,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.91
92,202,1,all-employee-leave-applications,HR All Employee Leave,HR All Employee Leave,item,list,/apps/hrms/leave-management/all-employee-leave-applications,NULL,NULL,1,NULL,NULL,1,1.92
93,91,1,iou-or-expense-payment,Expense,Expense,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.93
94,93,1,iou-payment,IOU Payment,IOU Payment,item,NULL,/apps/accounts/payments/iou-or-expense-payment/createIOUPayment/new,NULL,NULL,1,NULL,NULL,1,1.94
95,93,1,iou-or-expense-payment-list,Payment List,Payment List,item,NULL,/apps/accounts/payments/iou-or-expense-payment/iouOrExpensePaymentList,NULL,NULL,1,NULL,NULL,1,1.96
96,93,1,expense-payment,Expense Payment,Expense Payment,item,NULL,/apps/accounts/payments/iou-or-expense-payment/createExpensePayment/new,NULL,NULL,1,NULL,NULL,1,1.95
97,88,1,Budget,Budget,Budget,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.97
98,97,1,iou-expense-budget,Panel Wise Budget,Panel Wise Budget,item,NULL,/apps/accounts/budget/iouexpensebudget,NULL,NULL,1,NULL,NULL,1,1.98
99,3,1,scm,SCM,SCM,collapse,shopping_cart,NULL,NULL,NULL,1,NULL,NULL,1,1.99
100,111,1,supplier,Supplier,Supplier,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.10
101,100,1,basicinfo,Basic Info,Basic Info,item,NULL,/apps/scm/supplier/basicInfo,NULL,NULL,1,NULL,NULL,1,1.10
102,99,1,purchase-requisition,"Purchase Requisition ","Purchase Requisition ",collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.10
103,112,1,itemgroup,Item Group,Item Group,item,NULL,/apps/scm/itemgroup,NULL,NULL,1,NULL,NULL,1,1.10
104,112,1,itemsubgroup,Item Sub Group,Item Sub Group,item,NULL,/apps/scm/itemsubgroup,NULL,NULL,1,NULL,NULL,1,1.10
105,112,1,item,Item,Item,item,NULL,/apps/scm/item,NULL,NULL,1,NULL,NULL,1,1.11
106,111,1,unit,Unit,Unit,item,NULL,/apps/scm/unit,NULL,NULL,1,NULL,NULL,1,1.11
107,113,1,warehouse,Warehouse,Warehouse,item,NULL,/apps/scm/warehouse,NULL,NULL,1,NULL,NULL,1,1.11
108,111,1,vainfo,VatInfo,VatInfo,item,NULL,/apps/scm/vainfo,NULL,NULL,1,NULL,NULL,0,1.11
109,102,1,approved-prlist,Approved PR List,Approved PR List,item,NULL,/apps/scm/po/approvedPRList,NULL,NULL,1,NULL,NULL,1,112.00
110,115,1,polist,PO List,PO List,item,NULL,/apps/scm/po/poList,NULL,NULL,1,NULL,NULL,1,1.11
111,142,1,scm-master-settings,SCM,SCM,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.17
112,111,1,item-settings,item Settings,item Settings,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.13
113,111,1,warehouse-settings,Warehouse Settings,Warehouse Settings,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.13
114,102,1,create-purchase-requisition-and-history,PR History,PR History,item,NULL,/apps/scm/purchaseRequisition/listPurchaseRequisition,NULL,NULL,1,NULL,NULL,1,1.11
115,99,1,purchase-order,"Purchase Order ","Purchase Order ",collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.12
117,99,1,material-receive,GRN,GRN,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.14
118,117,1,material-receive-list,GRN List,GRN List,item,NULL,/apps/scm/materialReceive/materialReceiveList,NULL,NULL,1,NULL,NULL,1,1.12
119,99,1,lnvoice,Invoice,Invoice,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,2.20
120,119,1,create-lnvoice,Create Invoice,Create Invoice,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.12
121,120,1,Regular-Inoivce-list,Regular Inovice,Regular Inovice,item,NULL,/apps/scm/invoice/invoice-create/regularInvoiceList,NULL,NULL,1,NULL,NULL,1,1.12
124,120,1,Advance-Inoivce-list,Advance Inovice,Advance Inovice,item,NULL,/apps/scm/invoice/invoice-create/advanceInvoiceList,NULL,NULL,1,NULL,NULL,1,1.12
126,91,1,lnvoice-payment,lnvoice Payment,lnvoice Payment,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,2.00
127,126,1,Create-Invoice-Payment,Create Invoice Payment,Create Invoice Payment,item,NULL,/apps/invoicePayment/invoicePaymentBoards,NULL,NULL,1,NULL,NULL,1,1.12
128,126,1,Invoice-Payment-List,Invoice Payment List,Invoice Payment List,item,NULL,/apps/invoice-payment/invoicePaymentList,NULL,NULL,1,NULL,NULL,1,1.13
129,120,1,Created-Inoivce-list,Inovice List,Inovice List,item,NULL,/apps/scm/invoice/invoice-create/createdInvoiceList,NULL,NULL,1,NULL,NULL,1,1.13
130,99,1,QC,QC,QC,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.13
131,130,1,approved-po-list,Create QC,Create QC,item,NULL,/apps/scm/po/approvedPOList,NULL,NULL,1,NULL,NULL,1,1.31
132,130,1,qcList,QC List,QC List,item,NULL,/apps/scm/qc/qcList,NULL,NULL,1,NULL,NULL,1,1.31
133,138,1,PO Reports,PO Reports,PO Reports,item,NULL,/apps/scm/po/poReportList,NULL,NULL,1,NULL,NULL,1,1.13
134,67,1,Document Approval,Document Approval,Document Approval,collapse,admin_panel_settings,NULL,NULL,NULL,1,NULL,NULL,1,1.34
135,134,1,Add Document Approval,Add Document Approval,Add Document Approval,item,NULL,/apps/approval/documentApproval/addDocumentApproval/new,NULL,NULL,1,NULL,NULL,1,1.35
136,134,1,Document Approval List,Document Approval List,Document Approval List,item,NULL,/apps/approval/documentApproval/documentApprovalList,NULL,NULL,1,NULL,NULL,1,1.36
137,45,1,LeaveCategory,Leave Category,Leave Category,item,NULL,/apps/hrms/masterdata/leave/leaveCategory,NULL,NULL,1,NULL,NULL,1,1.14
138,75,1,SCM Reports,SCM Reports,SCM Reports,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.14
139,138,1,QC OR GRN Reports,QC OR GRN Reports,QC OR GRN Reports,item,NULL,/apps/scm/allScmReports/allScmReportList,NULL,NULL,1,NULL,NULL,1,1.14
140,11,1,access-control-users,Access Control Users,Access Control Users,item,account_box,/apps/security/access-control-users/all,NULL,NULL,1,NULL,NULL,1,1.14
141,111,1,assessment-member,Assessment-Member,Assessment-Member,item,NULL,/apps/scm/assessmentMember,NULL,NULL,1,NULL,NULL,1,1.14
142,3,1,master-settings,Master Settings,Master Settings,collapse,admin_panel_settings,NULL,NULL,NULL,1,NULL,NULL,1,2.00
143,26,1,jobgrade,Job Grade,Job Grade,item,NULL,/apps/hrms/masterdata/jobGrade,NULL,NULL,1,NULL,NULL,1,1.50
144,99,1,material-requisiiton,Material Requisiiton,Material Requisiiton,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,0,1.09
145,144,1,approved-material-requisiiton,Approved MR List,Approved MR List,item,NULL,/apps/scm/materialRequisition/approvedMRList,NULL,NULL,1,NULL,NULL,0,145.00
146,144,1,create-material-requisition-and-history,Create MR And History,Create MR And History,item,NULL,/apps/scm/materialRequisition/materialRequisitionBoards,NULL,NULL,1,NULL,NULL,0,144.00
147,130,1,allQCList,All QC List,All QC List,item,NULL,/apps/scm/qc/allQCList,NULL,NULL,1,NULL,NULL,1,1.31
148,117,1,allGRNList,All GRN List,All GRN List,item,NULL,/apps/scm/materialReceive/allGRNList,NULL,NULL,1,NULL,NULL,1,1.14
149,91,1,Taxation Vetting,Taxation Vetting,Taxation Vetting,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.93
150,149,1,Approved-Invoice-list,Approved Invoice List,Approved Invoice List,item,NULL,/apps/taxation-vetting/approvedInvoiceList,NULL,NULL,1,NULL,NULL,1,1.96
151,142,1,accounts-master-settings,Finance & Accounts,Finance & Accounts,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1.27
152,151,1,vtDeduction-new,Deduction Source,Deduction Source,item,NULL,/apps/accounts/masterdata/deductionSource,NULL,NULL,1,NULL,NULL,1,1.49
153,149,1,Taxation Vetting List,Taxation Vetting List,Taxation Vetting List,item,NULL,/apps/accounts/payments/taxation-vetting/taxation-vetting-list,NULL,NULL,1,NULL,NULL,1,1.99
154,3,1,Micro-Site,Micro-Site,More Services,collapse,developer_board,NULL,NULL,NULL,1,NULL,NULL,1,2.01
155,154,1,Categories-And-Services,Categories & Services,Categories & Services,item,NULL,/apps/microSite/categoriesAndServices,NULL,NULL,1,NULL,NULL,1,2.02
156,157,1,create-taxation-payment,Create Taxation Payment,Create Taxation Payment,item,NULL,/apps/accounts/payments/taxation-payment/createTaxationPayment/new,NULL,NULL,1,NULL,NULL,1,2.03
157,91,1,taxation-payment,Taxation Payment,Taxation Payment,collapse,NULL,NULL,NULL,NULL,1,NULL,NULL,1,2.04
158,157,1,taxation-vetting-payment-list,Taxation Vetting Payment List,Taxation Vetting Payment List,item,NULL,/apps/accounts/payments/taxation-payment/taxation-vetting-payment-list,NULL,NULL,1,NULL,NULL,1,2.05
159,154,1,Microsite-Approval-List,Microsite Approval List,Microsite Approval List,item,NULL,/apps/microSite/microSiteList,NULL,NULL,1,NULL,NULL,1,2.06
